USER: 1
Job Q1	3.66666666666667	76.6666666666667
Job J2	3.5	70
Job I1	2.875	77.5
Job L2	3.14285714285714	80
Job E2	3.75	80
Job D2	3	80
Job Z1	2	80
AVGS TOTAL	3.21488095238095	78.1309523809524

USER: 11
Job O2	3.8	78
Job S1	2.8	76
Job Y1	2.33333333333333	83.3333333333333
Job C1	3	78
Job I2	3.33333333333333	70
Job A2	3.66666666666667	80
Job R1	3.2	78
Job W2	3	85
Job V2	3	80
Job F2	2.66666666666667	83.3333333333333
AVGS TOTAL	3.08	79.1666666666667

USER: 12
Job H2	2.2	76
Job J2	2	77.1428571428571
Job N2	2.66666666666667	83.3333333333333
Job X1	2.75	75
Job W1	1.5	75
Job W2	2	82.5
Job U1	2.1	72
Job Z1	3	73.3333333333333
Job S1	1.66666666666667	70
Job P1	2.57142857142857	77.1428571428571
AVGS TOTAL	2.24547619047619	76.1452380952381

USER: 13
Job U1	3.375	75
Job W2	4	80
Job R1	2.8	76
Job N2	4.75	82.5
Job F2	2.75	77.5
Job H2	2.2	70
Job C1	3.42857142857143	72.8571428571429
Job S2	2.75	72.5
Job D2	3	77.5
Job R2	3	75
AVGS TOTAL	3.20535714285714	75.8857142857143

USER: 14
Job W2	4	75
Job D2	3.33333333333333	83.3333333333333
Job I2	2.8	76
Job J2	3	76.6666666666667
Job S1	3.66666666666667	75
Job Q1	3.28571428571429	77.1428571428571
Job B2	2.33333333333333	80
Job M1	4.5	80
Job G2	4	83.3333333333333
Job E2	2.66666666666667	80
AVGS TOTAL	3.35857142857143	78.647619047619

USER: 15
Job W2	5	100
Job B2	2.2	76
Job U1	3	75
Job K2	2.5	70
Job F2	3	70
Job R1	2.8	76
Job E2	3	77.5
Job A2	3	75
Job U2	2.33333333333333	86.6666666666667
Job C1	2.6	74
AVGS TOTAL	2.94333333333333	78.0166666666667

USER: 16
Job B2	2.5	76.6666666666667
Job W2	3.25	82.5
Job S1	2.5	70
Job J2	2.25	80
Job D2	3	70
Job Q1	2.4	84
Job U1	2.75	70
Job I2	2	72.5
Job N2	1	70
Job C2	3.33333333333333	80
AVGS TOTAL	2.49833333333333	75.5666666666667

USER: 17
Job Z1	2.66666666666667	83.3333333333333
Job I2	2.83333333333333	75
Job W1	2.66666666666667	80
Job J2	2	77.5
Job Q1	2.6	78
Job X1	3.57142857142857	74.2857142857143
Job N2	3	82.5
Job G2	2.5	75
Job K2	1	70
Job D2	2.25	77.5
AVGS TOTAL	2.50880952380952	77.3119047619048

USER: 18
Job J2	3.71428571428571	75.7142857142857
Job G2	3.5	82.5
Job C2	2.75	80
Job Q1	3.5	76.25
Job B2	2.25	70
Job Z1	2.66666666666667	73.3333333333333
Job N1	2.625	75
Job O1	5	75
Job N2	3	77.5
Job G1	3.83333333333333	76.6666666666667
AVGS TOTAL	3.28392857142857	76.1964285714286

USER: 19
Job L2	2.57142857142857	78.5714285714286
Job K2	3.2	78
Job B2	3.66666666666667	80
Job N1	3.14285714285714	80
Job I1	3	80
Job Y1	3.42857142857143	74.2857142857143
Job S2	2.5	77.5
Job K1	3.66666666666667	80
Job Q1	2.85714285714286	80
Job R1	3.2	72
AVGS TOTAL	3.12333333333333	78.0357142857143

USER: 20
Job J2	3.25	80
Job Z1	2.66666666666667	80
Job Q1	3.5	82.5
Job V2	3.33333333333333	90
Job C2	2.6	78
Job S1	2.75	77.5
Job G2	3.66666666666667	76.6666666666667
Job D1	3.5	72.5
Job H1	5	100
Job D2	4	70
AVGS TOTAL	3.42666666666667	80.7166666666667

USER: 21
Job D1	3	71.6666666666667
Job J2	3.8	72
Job C2	2.6	88
Job Z1	1.66666666666667	76.6666666666667
Job V2	5	95
Job Q1	3.83333333333333	76.6666666666667
Job G2	2.5	75
Job S1	3.75	77.5
Job T2	4	76
Job N1	3.1	74
AVGS TOTAL	3.325	78.25

USER: 22
Job V2	3.33333333333333	86.6666666666667
Job D1	3	80
Job Q1	2.5	77.5
Job S1	2.33333333333333	70
Job Z1	3	80
Job G2	2	76.6666666666667
Job C2	2.71428571428571	74.2857142857143
Job N1	2.57142857142857	75.7142857142857
Job T1	3	75
Job U2	2.25	75
AVGS TOTAL	2.6702380952381	77.0833333333333

USER: 23
Job P2	3.66666666666667	80
Job Q1	4	80
Job V2	5	90
Job Z1	4	85
Job O2	3.5	72.5
Job F2	2	83.3333333333333
Job O1	3	70
Job X1	4.33333333333333	70
Job P1	3.4	80
Job T1	4.33333333333333	80
AVGS TOTAL	3.72333333333333	79.0833333333333

USER: 24
Job J2	2.5	80
Job X1	3.75	73.75
Job P1	4	74.2857142857143
Job B2	3.4	72
Job S1	4	80
Job N1	3.66666666666667	74.4444444444444
Job A2	4.2	80
Job T2	3.8	78
Job O2	3.5	78.3333333333333
Job G1	3	75
AVGS TOTAL	3.58166666666667	76.5813492063492

USER: 25
Job Z1	2.8	80
Job G2	1.33333333333333	76.6666666666667
Job S1	2.5	77.5
Job T2	3.66666666666667	70
Job D1	2.5	82.5
Job V2	2.66666666666667	83.3333333333333
Job U2	3.8	76
Job Q1	1.25	82.5
Job C2	2.25	75
Job N1	2	76
AVGS TOTAL	2.47666666666667	77.95

USER: 26
Job J2	3.4	72
Job V2	4	95
Job Q1	3.16666666666667	78.3333333333333
Job S1	3.5	75
Job Z1	2	70
Job C2	2.66666666666667	81.6666666666667
Job V1	3.33333333333333	76.6666666666667
Job A2	4	72.5
Job T2	3.83333333333333	76.6666666666667
Job N1	2.88888888888889	77.7777777777778
AVGS TOTAL	3.27888888888889	77.5611111111111

USER: 27
Job W2	3.75	82.5
Job B2	3	80
Job E2	2.66666666666667	80
Job D2	2.25	80
Job K2	2.5	85
Job U1	3	70
Job F2	1	70
Job U2	3	74
Job N2	3	90
Job G2	4.5	75
AVGS TOTAL	2.86666666666667	78.65

USER: 28
Job J2	4	80
Job Z1	2	70
Job V2	4	80
Job G2	3.66666666666667	86.6666666666667
Job Q1	3	82
Job D2	3	70
Job N1	2.4	78
Job W2	3	86.6666666666667
Job G1	3	76.6666666666667
Job E2	3	80
AVGS TOTAL	3.10666666666667	79

USER: 29
Job U1	2.875	77.5
Job F2	5	100
Job W2	3.2	82
Job G2	3.75	82.5
Job N2	3	82
Job R1	2.6	78
Job E1	2.875	77.5
Job D2	3	75
Job O1	3.5	80
Job P2	4.5	70
AVGS TOTAL	3.43	80.45

USER: 30
Job L2	3.18181818181818	79.0909090909091
Job D2	4.5	70
Job B2	3	73.3333333333333
Job E2	4	78.3333333333333
Job F1	3.5	77.5
Job J2	2.8	74
Job C1	3.75	75
Job O2	2	83.3333333333333
Job W2	1.75	80
Job G1	4.14285714285714	71.4285714285714
AVGS TOTAL	3.26246753246753	76.2019480519481

USER: 31
Job P1	4.4	78
Job N2	3.66666666666667	80
Job O2	3	76
Job R1	3.57142857142857	75.7142857142857
Job X1	3.85714285714286	75.7142857142857
Job Y1	2	82
Job Q1	2.33333333333333	90
Job I2	3.75	72.5
Job S1	3.83333333333333	70
Job M2	4.5	80
AVGS TOTAL	3.49119047619048	77.9928571428571

USER: 32
Job F2	4	70
Job P2	4.4	78
Job R1	3.16666666666667	71.6666666666667
Job K2	4	78
Job I2	3.33333333333333	70
Job T1	3.28571428571429	74.2857142857143
Job G2	3.66666666666667	86.6666666666667
Job U1	4.09090909090909	75.4545454545455
Job X1	3.6	76
Job Y1	4.6	82
AVGS TOTAL	3.814329004329	76.2073593073593

USER: 33
Job J2	2.6	78
Job N2	3.66666666666667	86.6666666666667
Job H2	3.5	77.5
Job W2	3.5	82.5
Job O2	3.6	74
Job B2	2.33333333333333	80
Job F1	3	70
Job S1	2.4	70
Job U1	3.16666666666667	73.3333333333333
Job X1	3.16666666666667	70
AVGS TOTAL	3.09333333333333	76.2

USER: 34
Job W2	4.33333333333333	86.6666666666667
Job K2	3	75
Job L2	3.42857142857143	80
Job O2	4	82.5
Job C1	2.75	70
Job F2	4	78
Job I2	3.2	78
Job V2	3	90
Job Y1	3.25	75
Job D2	3.33333333333333	73.3333333333333
AVGS TOTAL	3.42952380952381	78.85

USER: 35
Job Y1	3.6	80
Job R1	3.14285714285714	75.7142857142857
Job L2	3.75	77.5
Job K2	2.8	78
Job B2	4	83.3333333333333
Job K1	2.66666666666667	83.3333333333333
Job A1	2.25	78.75
Job I1	3.75	77.5
Job N1	3.125	78.75
Job P1	3	72.5
AVGS TOTAL	3.20845238095238	78.5380952380952

USER: 36
Job K2	2	70
Job Q1	1.33333333333333	76.6666666666667
Job L2	2.625	77.5
Job D1	2.8	78
Job V2	1.5	90
Job N1	2.25	75
Job Y1	2.83333333333333	78.3333333333333
Job Z1	2	83.3333333333333
Job I1	2.6	79
Job K1	1.5	75
AVGS TOTAL	2.14416666666667	78.2833333333333

USER: 37
Job J2	2.33333333333333	76.6666666666667
Job Q1	3.4	78
Job S1	3.42857142857143	74.2857142857143
Job D2	4	80
Job I2	3.6	76
Job L2	3	81.4285714285714
Job N2	3	87.5
Job B2	2	80
Job Y1	3.16666666666667	78.3333333333333
Job M1	3.5	83.3333333333333
AVGS TOTAL	3.14285714285714	79.5547619047619

USER: 38
Job R1	3.2	76
Job F2	3.16666666666667	76.6666666666667
Job A2	3	78.75
Job P2	4	80
Job K2	2	70
Job O2	3	80
Job U2	3	80
Job X1	3.125	75
Job P1	2.28571428571429	72.8571428571429
Job G2	4.33333333333333	86.6666666666667
AVGS TOTAL	3.11107142857143	77.5940476190476

USER: 39
Job I2	3.5	77.5
Job N2	3.5	85
Job S1	4.5	77.5
Job P2	3.8	76
Job O1	3.8	82
Job P1	3.4	76
Job G2	1	80
Job Q1	3	76
Job X1	4	70
Job A2	4.5	80
AVGS TOTAL	3.5	78

USER: 40
Job N1	3.5	77.5
Job J2	4	75
Job C2	3.2	77
Job Q1	3	90
Job T2	2.66666666666667	83.3333333333333
Job Z1	3.2	78
Job K1	2.66666666666667	83.3333333333333
Job B2	3.5	72.5
Job 	0	0
Job 	0	0
AVGS TOTAL	0	0

USER: 41
Job J2	3	70
Job D2	4	85
Job W2	3	75
Job B2	2.4	72
Job Z1	2.33333333333333	73.3333333333333
Job Q1	2.75	75
Job N1	3.71428571428571	74.2857142857143
Job G1	3.85714285714286	74.2857142857143
Job H2	3	85
Job S1	3	70
AVGS TOTAL	3.10547619047619	75.3904761904762

USER: 42
Job Z1	3	73.3333333333333
Job Q1	3.42857142857143	80
Job C2	2.75	77.5
Job T2	3.5	85
Job N1	2.5	78.75
Job G2	3	80
Job J2	3.57142857142857	75.7142857142857
Job V2	4.33333333333333	86.6666666666667
Job K1	4.33333333333333	73.3333333333333
Job I1	3.125	73.75
AVGS TOTAL	3.35416666666667	78.4047619047619

USER: 43
Job F2	3.75	80
Job P2	3.66666666666667	80
Job R1	3	72
Job I2	3.2	76
Job K2	2.33333333333333	73.3333333333333
Job T1	3.75	72.5
Job O2	3	72.5
Job G2	3	83.3333333333333
Job Z1	3	70
Job Y1	2.2	76
AVGS TOTAL	3.09	75.5666666666667

USER: 44
Job D2	5	70
Job Q1	3.8	86
Job W2	4.33333333333333	86.6666666666667
Job J2	3.66666666666667	83.3333333333333
Job L2	2.2	76
Job B2	2.5	85
Job S1	2.33333333333333	70
Job V1	3.75	77.5
Job I2	3.2	78
Job O2	3	80
AVGS TOTAL	3.37833333333333	79.25

USER: 45
Job P1	3.66666666666667	73.3333333333333
Job Q1	4	87.5
Job O1	3.5	75
Job R1	3	83.3333333333333
Job X1	3.42857142857143	75.7142857142857
Job E1	4.25	70
Job J2	3.25	80
Job C2	4	76.6666666666667
Job N1	4	80
Job N2	3.5	85
AVGS TOTAL	3.65952380952381	78.6547619047619

USER: 46
Job T2	3.6	78
Job S1	3.71428571428571	74.2857142857143
Job W2	3.5	85
Job B2	1.8	72
Job U1	2.5	74
Job U2	3.8	76
Job N1	1.875	75
Job K2	3.4	76
Job R2	2.71428571428571	80
Job D1	2.2	72
AVGS TOTAL	2.91035714285714	76.2285714285714

USER: 47
Job F2	3.5	76.6666666666667
Job W2	3	80
Job Z1	4.5	75
Job U2	3.625	77.5
Job A2	3.8	78
Job X1	3.22222222222222	74.4444444444444
Job P2	3.5	70
Job K2	3.75	77.5
Job 	0	0
Job 	0	0
AVGS TOTAL	0	0

USER: 48
Job G2	4.5	90
Job Z1	1	70
Job Q1	4	80
Job J2	4.33333333333333	83.3333333333333
Job C2	2.6	78
Job D1	2.5	80
Job V2	3.5	80
Job W2	4	80
Job N1	2.6	74
Job D2	2	70
AVGS TOTAL	3.10333333333333	78.5333333333333

USER: 49
Job O2	2.8	80
Job X1	2.33333333333333	75
Job V1	3.5	85
Job V2	3	90
Job P1	3.25	70
Job A2	3	76
Job R1	2.5	75
Job Y1	2.4	82
Job P2	2.33333333333333	83.3333333333333
Job C1	2.28571428571429	71.4285714285714
AVGS TOTAL	2.74023809523809	78.7761904761905

USER: 50
Job Q1	3	80
Job C2	3.5	77.5
Job J2	3	76.6666666666667
Job S1	3	76
Job D1	3.33333333333333	78.3333333333333
Job K1	2.5	80
Job I2	3.5	72.5
Job D2	2.5	75
Job M1	3.6	80
Job Z1	1.66666666666667	73.3333333333333
AVGS TOTAL	2.96	76.9333333333333

USER: 51
Job J2	2.75	72.5
Job C1	2.14285714285714	77.1428571428571
Job D2	2.5	80
Job H2	3	77.5
Job U1	2.71428571428571	75.7142857142857
Job W2	4	80
Job E1	2.8	78
Job V2	3.5	95
Job M1	2.42857142857143	77.1428571428571
Job E2	3.25	80
AVGS TOTAL	2.90857142857143	79.3

USER: 52
Job R1	3.71428571428571	75.7142857142857
Job F2	2.5	70
Job P2	3.66666666666667	80
Job A2	3.8	80
Job O2	3.8	80
Job K2	3	80
Job P1	3	80
Job N2	3	86
Job X1	3.22222222222222	74.4444444444444
Job I2	2.8	78
AVGS TOTAL	3.25031746031746	78.415873015873

USER: 53
Job Z1	3	80
Job J2	3.25	76.25
Job K1	2.5	70
Job I1	3.66666666666667	81.6666666666667
Job V2	2.5	80
Job Q1	3	80
Job L2	3.28571428571429	81.4285714285714
Job S2	2.66666666666667	75
Job N1	3.33333333333333	73.3333333333333
Job H2	3.16666666666667	75
AVGS TOTAL	3.03690476190476	77.2678571428571

USER: 54
Job U1	3.6	78
Job S1	3.4	76
Job W2	2.75	82.5
Job C1	3.33333333333333	76.6666666666667
Job D2	2.33333333333333	73.3333333333333
Job M1	3.33333333333333	75
Job K2	3	70
Job Y1	3.25	72.5
Job J2	4.33333333333333	73.3333333333333
Job E1	3.33333333333333	86.6666666666667
AVGS TOTAL	3.26666666666667	76.4

USER: 55
Job Q1	3.6	80
Job G2	4	100
Job I2	2.8	78
Job P2	2.66666666666667	83.3333333333333
Job K2	2.66666666666667	70
Job O1	2	73.3333333333333
Job T1	3.5	75
Job F2	1.75	80
Job 	0	0
Job 	0	0
AVGS TOTAL	0	0

USER: 56
Job Q1	1.75	87.5
Job E1	2.83333333333333	76.6666666666667
Job O1	3	90
Job C2	2.83333333333333	81.6666666666667
Job P1	2.75	75
Job M1	3	82.5
Job G2	2	75
Job A1	3	83.3333333333333
Job T1	2.16666666666667	71.6666666666667
Job U1	2.75	70
AVGS TOTAL	2.60833333333333	79.3333333333333

USER: 57
Job Q1	2.83333333333333	81.6666666666667
Job Z1	4	80
Job C2	3.57142857142857	75.7142857142857
Job J2	3.4	74
Job G2	5	100
Job T2	3.33333333333333	83.3333333333333
Job N1	3.14285714285714	80
Job K1	4	70
Job D1	3	74
Job W1	3.28571428571429	80
AVGS TOTAL	3.55666666666667	79.8714285714286

USER: 58
Job K2	3	72.5
Job Z1	3.66666666666667	83.3333333333333
Job I2	3	76
Job D2	2.6	78
Job Q1	3.14285714285714	74.2857142857143
Job W1	2.4	70
Job K1	5	85
Job N2	2.66666666666667	81.6666666666667
Job G2	4.5	80
Job S1	3.33333333333333	75
AVGS TOTAL	3.33095238095238	77.5785714285714

USER: 59
Job G2	3.33333333333333	83.3333333333333
Job Q1	4	70
Job Z1	1.5	85
Job C2	4	80
Job N1	3.16666666666667	76.6666666666667
Job D1	4.2	74
Job J2	4.33333333333333	73.3333333333333
Job T2	3	72.5
Job K2	4	70
Job V2	3.5	95
AVGS TOTAL	3.50333333333333	77.9833333333333

USER: 60
Job J2	5	85
Job S1	3.5	75
Job Q1	4	76.6666666666667
Job C2	3.16666666666667	80
Job L1	2.83333333333333	71.6666666666667
Job G1	2.83333333333333	75
Job B2	1.5	75
Job V2	2	100
Job Z1	1.5	75
Job V1	3.25	80
AVGS TOTAL	2.95833333333333	79.3333333333333

USER: 61
Job T1	3.8	80
Job P2	4.6	78
Job C1	3.4	76
Job F2	3.33333333333333	73.3333333333333
Job V2	3.33333333333333	90
Job D2	2.75	80
Job G2	4	75
Job Z1	3	85
Job K2	3	70
Job L2	3.14285714285714	75.7142857142857
AVGS TOTAL	3.43595238095238	78.3047619047619

USER: 62
Job B2	2	78
Job K2	2	80
Job Y1	3.6	78
Job L2	3.5	81.6666666666667
Job R1	2.8	74
Job Q1	2.2	80
Job K1	1	75
Job N1	3	73.75
Job S1	4	70
Job P1	2.71428571428571	78.5714285714286
AVGS TOTAL	2.68142857142857	76.8988095238095

USER: 63
Job R1	3.16666666666667	76.6666666666667
Job O2	3.6	80
Job F2	3.66666666666667	83.3333333333333
Job P1	3.25	80
Job X1	3.16666666666667	73.3333333333333
Job Y1	3.2	82
Job P2	3	72.5
Job K2	3	73.3333333333333
Job A2	3.33333333333333	80
Job N2	3.5	81.6666666666667
AVGS TOTAL	3.28833333333333	78.2833333333333

USER: 64
Job Q1	4.33333333333333	86.6666666666667
Job Z1	3	77.5
Job P2	3.8	76
Job V2	4	80
Job T1	4.25	80
Job D2	4.66666666666667	80
Job J2	4.33333333333333	73.3333333333333
Job G2	4	75
Job L2	3.6	74
Job W1	3.75	80
AVGS TOTAL	3.97333333333333	78.25

USER: 65
Job Z1	3.75	77.5
Job G2	3	80
Job J2	3.25	77.5
Job T2	2.33333333333333	70
Job H2	3.66666666666667	80
Job X1	3	77.5
Job N1	2.81818181818182	78.1818181818182
Job U2	4.5	75
Job R2	3.1	78
Job T1	2.4	72
AVGS TOTAL	3.18181818181818	76.5681818181818

USER: 66
Job X1	3.66666666666667	75
Job Y1	2.2	80
Job P1	3.5	77.5
Job N2	3.75	85
Job I2	3	70
Job Q1	2.5	75
Job O2	1.33333333333333	80
Job A1	3.5	80
Job S1	4	70
Job R1	2	70
AVGS TOTAL	2.945	76.25

USER: 67
Job S1	3.5	70
Job T2	4	85
Job Q1	2.5	85
Job C2	3	81.1111111111111
Job K1	3	70
Job D1	3.42857142857143	75.7142857142857
Job Y1	3.28571428571429	78.5714285714286
Job K2	4	70
Job P1	2.85714285714286	74.2857142857143
Job N1	2.9	74
AVGS TOTAL	3.24714285714286	76.368253968254

USER: 68
Job S1	3.33333333333333	75
Job Q1	1.66666666666667	76.6666666666667
Job C2	3.2	76
Job P1	2.66666666666667	78.3333333333333
Job T2	4	80
Job B1	2.66666666666667	73.3333333333333
Job D1	3.66666666666667	83.3333333333333
Job L1	4	70
Job J2	1.66666666666667	70
Job B2	1.75	70
AVGS TOTAL	2.86166666666667	75.2666666666667

USER: 69
Job F2	3.5	72.5
Job P2	4.8	78
Job V2	4.25	85
Job W2	4.75	85
Job C1	3.33333333333333	71.1111111111111
Job U2	3.42857142857143	81.4285714285714
Job G2	4.66666666666667	86.6666666666667
Job A2	4	78.5714285714286
Job R1	4	74.2857142857143
Job U1	3.125	72.5
AVGS TOTAL	3.98535714285714	78.5063492063492

USER: 70
Job G2	3	85
Job Q1	4.66666666666667	90
Job K2	4.33333333333333	83.3333333333333
Job Z1	3.25	75
Job P2	3.33333333333333	70
Job N1	3.5	76.6666666666667
Job C2	3.14285714285714	78.5714285714286
Job I1	2.88888888888889	75.5555555555556
Job D1	3.16666666666667	78.3333333333333
Job L2	3.14285714285714	78.5714285714286
AVGS TOTAL	3.44246031746032	79.1031746031746

USER: 71
Job N1	4	80
Job T2	3.25	77.5
Job J2	4.66666666666667	73.3333333333333
Job C2	3.4	86
Job H2	3	75
Job R1	3.66666666666667	76.6666666666667
Job X2	3.25	75
Job P1	3.57142857142857	75.7142857142857
Job K1	2	70
Job U1	3.28571428571429	77.1428571428571
AVGS TOTAL	3.40904761904762	76.6357142857143

USER: 72
Job T1	3.16666666666667	76.6666666666667
Job Z1	2	83.3333333333333
Job Q1	2.75	77.5
Job K1	3	77.5
Job T2	2.8	78
Job G2	3.33333333333333	76.6666666666667
Job C2	2.5	80
Job S1	3.66666666666667	80
Job X1	2.57142857142857	74.2857142857143
Job D1	2.33333333333333	73.3333333333333
AVGS TOTAL	2.81214285714286	77.7285714285714

USER: 73
Job U1	3	75.5555555555556
Job X2	2.6	76
Job N1	3.4	74
Job T1	2.6	72
Job R1	3.5	80
Job C1	3.25	76.25
Job G2	2	80
Job S2	3.33333333333333	73.3333333333333
Job V2	2.66666666666667	76.6666666666667
Job U2	2.42857142857143	80
AVGS TOTAL	2.87785714285714	76.3805555555556

USER: 74
Job Q1	3	90
Job O2	2.4	78
Job P1	3.4	80
Job P2	2.66666666666667	80
Job I1	3.44444444444444	76.6666666666667
Job Z1	3	73.3333333333333
Job V2	2.5	82.5
Job R1	3.33333333333333	71.6666666666667
Job A1	1.5	75
Job Y1	2.85714285714286	78.5714285714286
AVGS TOTAL	2.81015873015873	78.5738095238095

USER: 75
Job I2	2.5	72.5
Job P2	4	80
Job K2	2.75	80
Job F2	2.66666666666667	70
Job Q1	2.66666666666667	83.3333333333333
Job L2	3	80
Job D2	2.33333333333333	80
Job G2	2	90
Job O2	3.66666666666667	73.3333333333333
Job O1	2.33333333333333	76.6666666666667
AVGS TOTAL	2.79166666666667	78.5833333333333

USER: 76
Job F2	2.5	75
Job Z1	3.66666666666667	83.3333333333333
Job K2	2.5	70
Job T1	3	85
Job X1	2.8	72
Job W1	2.5	80
Job I2	1	70
Job H2	3.33333333333333	70
Job W2	4	75
Job Y1	2.44444444444444	77.7777777777778
AVGS TOTAL	2.77444444444444	75.8111111111111

USER: 77
Job J2	4	90
Job Z1	2	70
Job Q1	3	80
Job I2	2	70
Job N2	4.5	90
Job W1	2.6	80
Job C2	3	74
Job D2	2.66666666666667	73.3333333333333
Job 	0	0
Job 	0	0
AVGS TOTAL	0	0

USER: 78
Job Q1	3.5	95
Job C2	3	76.6666666666667
Job D1	3.85714285714286	78.5714285714286
Job Z1	2	82.5
Job N1	4.16666666666667	78.3333333333333
Job K1	3	85
Job J2	3	75
Job I1	3.1	77
Job G2	3	90
Job V2	3	75
AVGS TOTAL	3.16238095238095	81.3071428571429

USER: 79
Job Q1	3	75
Job J2	2.4	78
Job C2	3.66666666666667	73.3333333333333
Job B2	3.5	77.5
Job F1	2.75	77.5
Job E2	4.33333333333333	80
Job P1	4	80
Job E1	3.6	76
Job B1	3.66666666666667	83.3333333333333
Job O1	2.5	75
AVGS TOTAL	3.34166666666667	77.5666666666667

USER: 80
Job O2	3.25	77.5
Job X1	3	73.75
Job Q1	2.8	76
Job P1	3.5	78.3333333333333
Job J2	2.4	72
Job P2	2.75	70
Job V1	3.5	75
Job Z1	3.5	78.3333333333333
Job I2	3.5	75
Job V2	2.66666666666667	80
AVGS TOTAL	3.08666666666667	75.5916666666667

USER: 81
Job Q1	2.57142857142857	78.5714285714286
Job I1	3	71.6666666666667
Job B2	2.5	80
Job L2	2.6	80
Job D2	4.5	85
Job G2	3	90
Job Z1	2.25	80
Job C2	2.6	80
Job B1	3	85
Job I2	3	78
AVGS TOTAL	2.90214285714286	80.8238095238095

USER: 82
Job J2	3.5	90
Job H2	3	80
Job X1	5	100
Job W2	2.75	82.5
Job S1	3	85
Job Z1	4	75
Job V2	3	100
Job N2	5	70
Job U1	2.33333333333333	73.3333333333333
Job T2	3.33333333333333	70
AVGS TOTAL	3.49166666666667	82.5833333333333

USER: 83
Job J2	3.8	78
Job Q1	3.8	76
Job D2	3.33333333333333	83.3333333333333
Job V2	3	90
Job E2	4.5	85
Job Z1	2.5	70
Job C2	3.75	82.5
Job G2	4	90
Job W2	2	80
Job S1	2.5	70
AVGS TOTAL	3.31833333333333	80.4833333333333

USER: 84
Job S1	3.4	76
Job B2	1.66666666666667	73.3333333333333
Job W2	4	80
Job K2	3	70
Job I2	3.4	76
Job A2	3.33333333333333	83.3333333333333
Job B1	5	100
Job N2	4	90
Job L2	2.2	82
Job O2	2.25	75
AVGS TOTAL	3.225	80.5666666666667

USER: 85
Job D2	2	75
Job J2	4.2	80
Job W1	2.4	72
Job C1	3.28571428571429	75.7142857142857
Job Z1	4	83.3333333333333
